1.96,-4.5436,0
0.98,-4.7127,0
0,-4.7668,0
-0.98,-4.6435,0
-1.96,-4.4266,0
1.96,-4.2895,1.1494
0.98,-4.4505,1.1926
0,-4.4648,1.1964
-0.98,-4.3333,1.1612
-1.96,-4.0301,1.0799
1.96,-3.9221,2.2645
0.98,-3.9155,2.2607
0,-3.7881,2.1871
-0.98,-3.5473,2.0481
-1.96,-3.1271,1.8055
1.96,-3.2315,3.2315
0.98,-3.1606,3.1607
0,-2.9351,2.9351
-0.98,-2.5035,2.5035
-1.96,-2.0886,2.0887
1.96,-2.0514,3.5531
0.98,-2.0429,3.5383
0,-1.889,3.2718
-0.98,-1.5128,2.6203
-1.96,-1.2802,2.2174
1.96,-0.9221,3.4414
0.98,-0.948,3.5378
0,-0.9066,3.3835
-0.98,-0.7352,2.7438
-1.96,-0.6045,2.256
1.96,0,3.2101
0.98,0,3.4696
0,0,3.299
-0.98,0,2.8569
-1.96,0,2.3369
1.96,0.8277,3.0892
0.98,0.8964,3.3454
0,0.8617,3.2158
-0.98,0.7756,2.8945
-1.96,0.6486,2.4206
1.96,1.7496,3.0306
0.98,1.8532,3.2099
0,1.7729,3.0709
-0.98,1.6034,2.7772
-1.96,1.3791,2.3888
1.96,2.7366,2.7366
0.98,2.8408,2.841
0,2.7555,2.7556
-0.98,2.5299,2.53
-1.96,2.3136,2.3137
1.96,3.6916,2.1313
0.98,3.8006,2.1944
0,3.7521,2.1663
-0.98,3.5462,2.0475
-1.96,3.2368,1.8689
1.96,4.2589,1.1412
0.98,4.5068,1.2077
0,4.4433,1.1907
-0.98,4.3002,1.1523
-1.96,3.9913,1.0695
